a_pred,a_true,idx,qa_idx,video_name,question,ans
A,B,0343,01186_3,videos/UCF101_timeconcat/v_Surfing_g07_c01_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",B
A,A,0344,00839_1,videos/UCF101_timeconcat/v_FieldHockeyPenalty_g05_c03.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",A
A,B,0345,00153_3,videos/UCF101_timeconcat/v_CricketShot_g04_c07_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",B
A,A,0346,00976_1,videos/UCF101_timeconcat/v_HammerThrow_g06_c01.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",A
B,A,0347,00642_2,videos/UCF101_timeconcat/v_FieldHockeyPenalty_g02_c06_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
A,A,0348,00342_1,videos/UCF101_timeconcat/v_GolfSwing_g05_c04.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",A
A,A,0349,00315_1,videos/UCF101_timeconcat/v_Surfing_g03_c03.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",A
B,B,0350,00661_0,videos/UCF101_timeconcat/v_Basketball_g02_c02.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
A,B,0351,00603_3,videos/UCF101_timeconcat/v_UnevenBars_g01_c04_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",B
B,B,0352,01365_0,videos/UCF101_timeconcat/v_UnevenBars_g05_c03.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
A,B,0353,01369_3,videos/UCF101_timeconcat/v_RopeClimbing_g05_c01_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",B
A,B,0354,01156_3,videos/UCF101_timeconcat/v_WritingOnBoard_g05_c02_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",B
A,A,0355,00130_1,videos/UCF101_timeconcat/v_UnevenBars_g05_c04.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",A
