a_pred,a_true,dataset,task,idx,vid
D,A,TVBench/Egocentric Sequence,video/QA,1612,egocentric_sequence/zhaoyouzu.MP4
C,B,TVBench/Egocentric Sequence,video/QA,1613,egocentric_sequence/liuyushuai.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1614,egocentric_sequence/quxiaojuan.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1615,egocentric_sequence/xiaoyuting.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1616,egocentric_sequence/zhoukang.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1617,egocentric_sequence/liandongze.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1618,egocentric_sequence/xiangbo.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1619,egocentric_sequence/wumengying.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1620,egocentric_sequence/zhanlei.MP4
C,A,TVBench/Egocentric Sequence,video/QA,1621,egocentric_sequence/xuyanyu.MP4
C,C,TVBench/Egocentric Sequence,video/QA,1622,egocentric_sequence/heguanqi.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1623,egocentric_sequence/xiaoyuting.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1624,egocentric_sequence/wumengying.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1625,egocentric_sequence/zhoukang.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1626,egocentric_sequence/zhangconghui.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1627,egocentric_sequence/zhangziheng.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1628,egocentric_sequence/luoweixin.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1629,egocentric_sequence/zhangyining.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1630,egocentric_sequence/linxiaoyu.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1631,egocentric_sequence/qiuling.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1632,egocentric_sequence/sunxiaohui.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1633,egocentric_sequence/congpeishan.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1634,egocentric_sequence/zhangziheng.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1635,egocentric_sequence/zhangconghui.MP4
C,B,TVBench/Egocentric Sequence,video/QA,1636,egocentric_sequence/xiaoyuchen.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1637,egocentric_sequence/macong.MP4
C,B,TVBench/Egocentric Sequence,video/QA,1638,egocentric_sequence/zengziyun.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1639,egocentric_sequence/congpeishan.MP4
C,D,TVBench/Egocentric Sequence,video/QA,1640,egocentric_sequence/qiufeng.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1641,egocentric_sequence/zhangconghui.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1642,egocentric_sequence/lizhuoru.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1643,egocentric_sequence/zhoukang.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1644,egocentric_sequence/sunyuxiang.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1645,egocentric_sequence/chenyijun.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1646,egocentric_sequence/hanxuepeng.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1647,egocentric_sequence/sunxiaohui.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1648,egocentric_sequence/zhoukang.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1649,egocentric_sequence/liandongze.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1650,egocentric_sequence/zhaoyouzu.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1651,egocentric_sequence/zhangyining.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1652,egocentric_sequence/zengziyun.MP4
B,D,TVBench/Moving Direction,video/QA,1653,moving_direction/video_14393.mp4
D,A,TVBench/Moving Direction,video/QA,1654,moving_direction/video_12582.mp4
B,D,TVBench/Moving Direction,video/QA,1655,moving_direction/video_13609.mp4
D,B,TVBench/Moving Direction,video/QA,1656,moving_direction/video_14362.mp4
D,B,TVBench/Moving Direction,video/QA,1657,moving_direction/video_11746.mp4
D,D,TVBench/Moving Direction,video/QA,1658,moving_direction/video_12612.mp4
D,C,TVBench/Moving Direction,video/QA,1659,moving_direction/video_11956.mp4
D,D,TVBench/Moving Direction,video/QA,1660,moving_direction/video_12909.mp4
D,A,TVBench/Moving Direction,video/QA,1661,moving_direction/video_12629.mp4
D,A,TVBench/Moving Direction,video/QA,1662,moving_direction/video_10130.mp4
D,B,TVBench/Moving Direction,video/QA,1663,moving_direction/video_12261.mp4
C,A,TVBench/Moving Direction,video/QA,1664,moving_direction/video_14990.mp4
B,D,TVBench/Moving Direction,video/QA,1665,moving_direction/video_14680.mp4
D,B,TVBench/Moving Direction,video/QA,1666,moving_direction/video_14480.mp4
D,D,TVBench/Moving Direction,video/QA,1667,moving_direction/video_13150.mp4
D,C,TVBench/Moving Direction,video/QA,1668,moving_direction/video_12733.mp4
C,D,TVBench/Moving Direction,video/QA,1669,moving_direction/video_14476.mp4
C,C,TVBench/Moving Direction,video/QA,1670,moving_direction/video_12963.mp4
D,B,TVBench/Moving Direction,video/QA,1671,moving_direction/video_13797.mp4
D,D,TVBench/Moving Direction,video/QA,1672,moving_direction/video_13727.mp4
B,C,TVBench/Moving Direction,video/QA,1673,moving_direction/video_10877.mp4
D,A,TVBench/Moving Direction,video/QA,1674,moving_direction/video_13065.mp4
D,C,TVBench/Moving Direction,video/QA,1675,moving_direction/video_10414.mp4
D,B,TVBench/Moving Direction,video/QA,1676,moving_direction/video_14522.mp4
B,B,TVBench/Moving Direction,video/QA,1677,moving_direction/video_14759.mp4
D,C,TVBench/Moving Direction,video/QA,1678,moving_direction/video_11634.mp4
D,A,TVBench/Moving Direction,video/QA,1679,moving_direction/video_10929.mp4
D,B,TVBench/Moving Direction,video/QA,1680,moving_direction/video_10264.mp4
D,B,TVBench/Moving Direction,video/QA,1681,moving_direction/video_12106.mp4
D,B,TVBench/Moving Direction,video/QA,1682,moving_direction/video_14119.mp4
B,A,TVBench/Moving Direction,video/QA,1683,moving_direction/video_13585.mp4
C,D,TVBench/Moving Direction,video/QA,1684,moving_direction/video_12780.mp4
C,B,TVBench/Moving Direction,video/QA,1685,moving_direction/video_10669.mp4
D,C,TVBench/Moving Direction,video/QA,1686,moving_direction/video_13436.mp4
C,D,TVBench/Moving Direction,video/QA,1687,moving_direction/video_14412.mp4
D,C,TVBench/Moving Direction,video/QA,1688,moving_direction/video_13416.mp4
D,C,TVBench/Moving Direction,video/QA,1689,moving_direction/video_12523.mp4
C,D,TVBench/Moving Direction,video/QA,1690,moving_direction/video_11946.mp4
D,B,TVBench/Moving Direction,video/QA,1691,moving_direction/video_14142.mp4
D,C,TVBench/Moving Direction,video/QA,1692,moving_direction/video_10823.mp4
D,B,TVBench/Moving Direction,video/QA,1693,moving_direction/video_13312.mp4
D,C,TVBench/Moving Direction,video/QA,1694,moving_direction/video_13254.mp4
D,A,TVBench/Moving Direction,video/QA,1695,moving_direction/video_14335.mp4
D,C,TVBench/Moving Direction,video/QA,1696,moving_direction/video_13017.mp4
C,C,TVBench/Moving Direction,video/QA,1697,moving_direction/video_13194.mp4
D,A,TVBench/Moving Direction,video/QA,1698,moving_direction/video_10575.mp4
C,B,TVBench/Moving Direction,video/QA,1699,moving_direction/video_12973.mp4
D,B,TVBench/Moving Direction,video/QA,1700,moving_direction/video_11614.mp4
D,D,TVBench/Moving Direction,video/QA,1701,moving_direction/video_11418.mp4
D,C,TVBench/Moving Direction,video/QA,1702,moving_direction/video_11975.mp4
D,C,TVBench/Moving Direction,video/QA,1703,moving_direction/video_11087.mp4
D,A,TVBench/Moving Direction,video/QA,1704,moving_direction/video_10068.mp4
D,C,TVBench/Moving Direction,video/QA,1705,moving_direction/video_13390.mp4
C,C,TVBench/Moving Direction,video/QA,1706,moving_direction/video_13020.mp4
C,B,TVBench/Moving Direction,video/QA,1707,moving_direction/video_11514.mp4
C,C,TVBench/Moving Direction,video/QA,1708,moving_direction/video_12606.mp4
D,A,TVBench/Moving Direction,video/QA,1709,moving_direction/video_13098.mp4
C,B,TVBench/Moving Direction,video/QA,1710,moving_direction/video_12983.mp4
D,A,TVBench/Moving Direction,video/QA,1711,moving_direction/video_10982.mp4
D,B,TVBench/Moving Direction,video/QA,1712,moving_direction/video_10634.mp4
D,D,TVBench/Moving Direction,video/QA,1713,moving_direction/video_10422.mp4
D,A,TVBench/Moving Direction,video/QA,1714,moving_direction/video_13974.mp4
D,C,TVBench/Moving Direction,video/QA,1715,moving_direction/video_11118.mp4
D,C,TVBench/Moving Direction,video/QA,1716,moving_direction/video_10485.mp4
B,D,TVBench/Moving Direction,video/QA,1717,moving_direction/video_13881.mp4
D,C,TVBench/Moving Direction,video/QA,1718,moving_direction/video_11896.mp4
D,B,TVBench/Moving Direction,video/QA,1719,moving_direction/video_10256.mp4
B,A,TVBench/Moving Direction,video/QA,1720,moving_direction/video_12845.mp4
D,D,TVBench/Moving Direction,video/QA,1721,moving_direction/video_12057.mp4
D,B,TVBench/Moving Direction,video/QA,1722,moving_direction/video_13770.mp4
D,A,TVBench/Moving Direction,video/QA,1723,moving_direction/video_10211.mp4
C,B,TVBench/Moving Direction,video/QA,1724,moving_direction/video_10106.mp4
C,B,TVBench/Moving Direction,video/QA,1725,moving_direction/video_12387.mp4
D,B,TVBench/Moving Direction,video/QA,1726,moving_direction/video_12675.mp4
C,D,TVBench/Moving Direction,video/QA,1727,moving_direction/video_12504.mp4
B,C,TVBench/Moving Direction,video/QA,1728,moving_direction/video_14766.mp4
D,B,TVBench/Moving Direction,video/QA,1729,moving_direction/video_10803.mp4
D,A,TVBench/Moving Direction,video/QA,1730,moving_direction/video_13121.mp4
C,A,TVBench/Moving Direction,video/QA,1731,moving_direction/video_11951.mp4
D,D,TVBench/Moving Direction,video/QA,1732,moving_direction/video_13737.mp4
D,A,TVBench/Moving Direction,video/QA,1733,moving_direction/video_14839.mp4
D,A,TVBench/Moving Direction,video/QA,1734,moving_direction/video_12650.mp4
C,A,TVBench/Moving Direction,video/QA,1735,moving_direction/video_14621.mp4
D,A,TVBench/Moving Direction,video/QA,1736,moving_direction/video_11090.mp4
D,A,TVBench/Moving Direction,video/QA,1737,moving_direction/video_13827.mp4
C,A,TVBench/Moving Direction,video/QA,1738,moving_direction/video_14738.mp4
D,D,TVBench/Moving Direction,video/QA,1739,moving_direction/video_12327.mp4
B,B,TVBench/Moving Direction,video/QA,1740,moving_direction/video_14183.mp4
D,B,TVBench/Moving Direction,video/QA,1741,moving_direction/video_12750.mp4
D,B,TVBench/Moving Direction,video/QA,1742,moving_direction/video_10968.mp4
C,B,TVBench/Moving Direction,video/QA,1743,moving_direction/video_12557.mp4
B,C,TVBench/Moving Direction,video/QA,1744,moving_direction/video_12251.mp4
D,D,TVBench/Moving Direction,video/QA,1745,moving_direction/video_12421.mp4
D,C,TVBench/Moving Direction,video/QA,1746,moving_direction/video_10711.mp4
D,D,TVBench/Moving Direction,video/QA,1747,moving_direction/video_12627.mp4
C,B,TVBench/Moving Direction,video/QA,1748,moving_direction/video_13437.mp4
D,B,TVBench/Moving Direction,video/QA,1749,moving_direction/video_10150.mp4
C,D,TVBench/Moving Direction,video/QA,1750,moving_direction/video_11232.mp4
D,B,TVBench/Moving Direction,video/QA,1751,moving_direction/video_12443.mp4
D,C,TVBench/Moving Direction,video/QA,1752,moving_direction/video_11158.mp4
C,A,TVBench/Moving Direction,video/QA,1753,moving_direction/video_10369.mp4
D,D,TVBench/Moving Direction,video/QA,1754,moving_direction/video_12686.mp4
D,A,TVBench/Moving Direction,video/QA,1755,moving_direction/video_10192.mp4
D,B,TVBench/Moving Direction,video/QA,1756,moving_direction/video_14542.mp4
D,D,TVBench/Moving Direction,video/QA,1757,moving_direction/video_11283.mp4
D,A,TVBench/Moving Direction,video/QA,1758,moving_direction/video_12556.mp4
C,C,TVBench/Moving Direction,video/QA,1759,moving_direction/video_12502.mp4
C,A,TVBench/Moving Direction,video/QA,1760,moving_direction/video_11408.mp4
D,D,TVBench/Moving Direction,video/QA,1761,moving_direction/video_13149.mp4
D,C,TVBench/Moving Direction,video/QA,1762,moving_direction/video_12766.mp4
D,A,TVBench/Moving Direction,video/QA,1763,moving_direction/video_12958.mp4
D,B,TVBench/Moving Direction,video/QA,1764,moving_direction/video_11395.mp4
D,B,TVBench/Moving Direction,video/QA,1765,moving_direction/video_11906.mp4
D,A,TVBench/Moving Direction,video/QA,1766,moving_direction/video_10626.mp4
D,B,TVBench/Moving Direction,video/QA,1767,moving_direction/video_10767.mp4
D,B,TVBench/Moving Direction,video/QA,1768,moving_direction/video_11468.mp4
B,C,TVBench/Moving Direction,video/QA,1769,moving_direction/video_12365.mp4
D,B,TVBench/Moving Direction,video/QA,1770,moving_direction/video_12575.mp4
D,B,TVBench/Moving Direction,video/QA,1771,moving_direction/video_12569.mp4
C,D,TVBench/Moving Direction,video/QA,1772,moving_direction/video_13788.mp4
C,A,TVBench/Moving Direction,video/QA,1773,moving_direction/video_14133.mp4
D,D,TVBench/Moving Direction,video/QA,1774,moving_direction/video_11406.mp4
D,D,TVBench/Moving Direction,video/QA,1775,moving_direction/video_10226.mp4
D,C,TVBench/Moving Direction,video/QA,1776,moving_direction/video_13510.mp4
B,D,TVBench/Moving Direction,video/QA,1777,moving_direction/video_10772.mp4
B,A,TVBench/Moving Direction,video/QA,1778,moving_direction/video_10779.mp4
D,C,TVBench/Moving Direction,video/QA,1779,moving_direction/video_14887.mp4
B,A,TVBench/Moving Direction,video/QA,1780,moving_direction/video_10833.mp4
D,B,TVBench/Moving Direction,video/QA,1781,moving_direction/video_12836.mp4
D,C,TVBench/Moving Direction,video/QA,1782,moving_direction/video_12884.mp4
D,C,TVBench/Moving Direction,video/QA,1783,moving_direction/video_12278.mp4
D,A,TVBench/Moving Direction,video/QA,1784,moving_direction/video_12202.mp4
D,A,TVBench/Moving Direction,video/QA,1785,moving_direction/video_10260.mp4
B,D,TVBench/Moving Direction,video/QA,1786,moving_direction/video_12729.mp4
B,D,TVBench/Moving Direction,video/QA,1787,moving_direction/video_12470.mp4
D,A,TVBench/Moving Direction,video/QA,1788,moving_direction/video_13521.mp4
D,D,TVBench/Moving Direction,video/QA,1789,moving_direction/video_13641.mp4
D,A,TVBench/Moving Direction,video/QA,1790,moving_direction/video_12259.mp4
C,D,TVBench/Moving Direction,video/QA,1791,moving_direction/video_12996.mp4
B,C,TVBench/Moving Direction,video/QA,1792,moving_direction/video_13485.mp4
C,B,TVBench/Moving Direction,video/QA,1793,moving_direction/video_13545.mp4
B,D,TVBench/Moving Direction,video/QA,1794,moving_direction/video_12728.mp4
D,D,TVBench/Moving Direction,video/QA,1795,moving_direction/video_13790.mp4
D,C,TVBench/Moving Direction,video/QA,1796,moving_direction/video_13731.mp4
D,B,TVBench/Moving Direction,video/QA,1797,moving_direction/video_11229.mp4
D,C,TVBench/Moving Direction,video/QA,1798,moving_direction/video_12161.mp4
D,C,TVBench/Moving Direction,video/QA,1799,moving_direction/video_13517.mp4
D,B,TVBench/Moving Direction,video/QA,1800,moving_direction/video_10477.mp4
D,C,TVBench/Moving Direction,video/QA,1801,moving_direction/video_11798.mp4
B,C,TVBench/Moving Direction,video/QA,1802,moving_direction/video_14089.mp4
D,B,TVBench/Moving Direction,video/QA,1803,moving_direction/video_14808.mp4
D,A,TVBench/Moving Direction,video/QA,1804,moving_direction/video_11957.mp4
C,D,TVBench/Moving Direction,video/QA,1805,moving_direction/video_11730.mp4
D,D,TVBench/Moving Direction,video/QA,1806,moving_direction/video_12379.mp4
C,A,TVBench/Moving Direction,video/QA,1807,moving_direction/video_10432.mp4
D,B,TVBench/Moving Direction,video/QA,1808,moving_direction/video_13496.mp4
D,C,TVBench/Moving Direction,video/QA,1809,moving_direction/video_11149.mp4
D,C,TVBench/Moving Direction,video/QA,1810,moving_direction/video_11085.mp4
B,C,TVBench/Moving Direction,video/QA,1811,moving_direction/video_13605.mp4
D,B,TVBench/Moving Direction,video/QA,1812,moving_direction/video_11426.mp4
D,B,TVBench/Moving Direction,video/QA,1813,moving_direction/video_13095.mp4
D,C,TVBench/Moving Direction,video/QA,1814,moving_direction/video_13455.mp4
D,B,TVBench/Moving Direction,video/QA,1815,moving_direction/video_11349.mp4
C,D,TVBench/Moving Direction,video/QA,1816,moving_direction/video_11542.mp4
D,D,TVBench/Moving Direction,video/QA,1817,moving_direction/video_14038.mp4
B,B,TVBench/Moving Direction,video/QA,1818,moving_direction/video_12031.mp4
D,C,TVBench/Moving Direction,video/QA,1819,moving_direction/video_13242.mp4
C,D,TVBench/Moving Direction,video/QA,1820,moving_direction/video_10342.mp4
D,D,TVBench/Moving Direction,video/QA,1821,moving_direction/video_11776.mp4
B,C,TVBench/Moving Direction,video/QA,1822,moving_direction/video_14283.mp4
B,D,TVBench/Moving Direction,video/QA,1823,moving_direction/video_12642.mp4
D,A,TVBench/Moving Direction,video/QA,1824,moving_direction/video_12004.mp4
D,A,TVBench/Moving Direction,video/QA,1825,moving_direction/video_12811.mp4
D,D,TVBench/Moving Direction,video/QA,1826,moving_direction/video_12326.mp4
C,B,TVBench/Moving Direction,video/QA,1827,moving_direction/video_14674.mp4
D,D,TVBench/Moving Direction,video/QA,1828,moving_direction/video_12807.mp4
D,B,TVBench/Moving Direction,video/QA,1829,moving_direction/video_13825.mp4
D,C,TVBench/Moving Direction,video/QA,1830,moving_direction/video_11902.mp4
D,A,TVBench/Moving Direction,video/QA,1831,moving_direction/video_12408.mp4
D,A,TVBench/Moving Direction,video/QA,1832,moving_direction/video_13684.mp4
D,C,TVBench/Moving Direction,video/QA,1833,moving_direction/video_13489.mp4
C,A,TVBench/Moving Direction,video/QA,1834,moving_direction/video_14207.mp4
D,B,TVBench/Moving Direction,video/QA,1835,moving_direction/video_13053.mp4
D,C,TVBench/Moving Direction,video/QA,1836,moving_direction/video_10614.mp4
D,C,TVBench/Moving Direction,video/QA,1837,moving_direction/video_12661.mp4
D,B,TVBench/Moving Direction,video/QA,1838,moving_direction/video_14154.mp4
D,B,TVBench/Moving Direction,video/QA,1839,moving_direction/video_13096.mp4
D,A,TVBench/Moving Direction,video/QA,1840,moving_direction/video_14806.mp4
D,D,TVBench/Moving Direction,video/QA,1841,moving_direction/video_12511.mp4
D,C,TVBench/Moving Direction,video/QA,1842,moving_direction/video_10111.mp4
D,C,TVBench/Moving Direction,video/QA,1843,moving_direction/video_13143.mp4
D,D,TVBench/Moving Direction,video/QA,1844,moving_direction/video_11688.mp4
D,A,TVBench/Moving Direction,video/QA,1845,moving_direction/video_12042.mp4
D,B,TVBench/Moving Direction,video/QA,1846,moving_direction/video_14153.mp4
D,A,TVBench/Moving Direction,video/QA,1847,moving_direction/video_14896.mp4
D,C,TVBench/Moving Direction,video/QA,1848,moving_direction/video_14021.mp4
C,B,TVBench/Moving Direction,video/QA,1849,moving_direction/video_14311.mp4
B,A,TVBench/Moving Direction,video/QA,1850,moving_direction/video_14341.mp4
D,A,TVBench/Moving Direction,video/QA,1851,moving_direction/video_14953.mp4
D,B,TVBench/Moving Direction,video/QA,1852,moving_direction/video_13461.mp4
D,C,TVBench/Moving Direction,video/QA,1853,moving_direction/video_11222.mp4
D,B,TVBench/Moving Direction,video/QA,1854,moving_direction/video_13188.mp4
A,C,TVBench/Moving Direction,video/QA,1855,moving_direction/video_14516.mp4
C,B,TVBench/Moving Direction,video/QA,1856,moving_direction/video_12977.mp4
D,B,TVBench/Moving Direction,video/QA,1857,moving_direction/video_12220.mp4
D,D,TVBench/Moving Direction,video/QA,1858,moving_direction/video_12829.mp4
C,C,TVBench/Moving Direction,video/QA,1859,moving_direction/video_14323.mp4
B,C,TVBench/Moving Direction,video/QA,1860,moving_direction/video_11060.mp4
D,C,TVBench/Moving Direction,video/QA,1861,moving_direction/video_14218.mp4
C,A,TVBench/Moving Direction,video/QA,1862,moving_direction/video_12689.mp4
C,A,TVBench/Moving Direction,video/QA,1863,moving_direction/video_11361.mp4
D,B,TVBench/Moving Direction,video/QA,1864,moving_direction/video_13478.mp4
B,C,TVBench/Moving Direction,video/QA,1865,moving_direction/video_10926.mp4
D,B,TVBench/Moving Direction,video/QA,1866,moving_direction/video_13527.mp4
D,B,TVBench/Moving Direction,video/QA,1867,moving_direction/video_10439.mp4
B,D,TVBench/Moving Direction,video/QA,1868,moving_direction/video_13657.mp4
D,C,TVBench/Moving Direction,video/QA,1869,moving_direction/video_12309.mp4
D,D,TVBench/Moving Direction,video/QA,1870,moving_direction/video_14554.mp4
D,A,TVBench/Moving Direction,video/QA,1871,moving_direction/video_10281.mp4
D,A,TVBench/Moving Direction,video/QA,1872,moving_direction/video_13658.mp4
D,B,TVBench/Moving Direction,video/QA,1873,moving_direction/video_11368.mp4
D,B,TVBench/Moving Direction,video/QA,1874,moving_direction/video_13394.mp4
D,C,TVBench/Moving Direction,video/QA,1875,moving_direction/video_14571.mp4
D,B,TVBench/Moving Direction,video/QA,1876,moving_direction/video_13862.mp4
D,D,TVBench/Moving Direction,video/QA,1877,moving_direction/video_14238.mp4
D,D,TVBench/Moving Direction,video/QA,1878,moving_direction/video_14356.mp4
D,A,TVBench/Moving Direction,video/QA,1879,moving_direction/video_13844.mp4
D,A,TVBench/Moving Direction,video/QA,1880,moving_direction/video_14161.mp4
B,C,TVBench/Moving Direction,video/QA,1881,moving_direction/video_10040.mp4
D,B,TVBench/Moving Direction,video/QA,1882,moving_direction/video_14251.mp4
D,C,TVBench/Moving Direction,video/QA,1883,moving_direction/video_10204.mp4
D,A,TVBench/Moving Direction,video/QA,1884,moving_direction/video_10897.mp4
C,A,TVBench/Object Shuffle,video/QA,1885,object_shuffle/video_8333.mp4
C,A,TVBench/Object Shuffle,video/QA,1886,object_shuffle/video_6353.mp4
C,B,TVBench/Object Shuffle,video/QA,1887,object_shuffle/video_11322.mp4
