a_pred,a_true,idx,qa_idx,video_name,question_type,question,answer_list,ans,kl,dataset,category,GT,answer_type,permutated_q,bound
D,A,0775,TVBench_moving_direction_00009,videos/TVBench/video_10130.mp4,TVBench,"Question: Which direction does the green cube move in the video?
Options:
A. Down and to the left.
B. Down and to the right.
C. Up and to the right.
D. Up and to the left.
Answer with the option's letter from the given choices directly.","['Down and to the left.', 'Down and to the right.', 'Up and to the right.', 'Up and to the left.']",A,1.2768304253467115,,,,1.0,"Question: Which direction does the green cube move in the video?
Options:
A. Up and to the left.
B. Up and to the right.
C. Down and to the right.
D. Down and to the left.
Answer with the option's letter from the given choices directly.",
D,B,0776,TVBench_moving_direction_00220,videos/TVBench/video_11368.mp4,TVBench,"Question: Which direction does the cyan cube move in the video?
Options:
A. Up and to the left.
B. Down and to the right.
C. Up and to the right.
D. Down and to the left.
Answer with the option's letter from the given choices directly.","['Up and to the left.', 'Down and to the right.', 'Up and to the right.', 'Down and to the left.']",B,1.2751943523181262,,,,1.0,"Question: Which direction does the cyan cube move in the video?
Options:
A. Down and to the left.
B. Up and to the right.
C. Down and to the right.
D. Up and to the left.
Answer with the option's letter from the given choices directly.",
D,C,0777,TVBench_moving_direction_00035,videos/TVBench/video_13416.mp4,TVBench,"Question: Which direction does the cyan sphere move in the video?
Options:
A. Up and to the right.
B. Down and to the left.
C. Down and to the right.
D. Up and to the left.
Answer with the option's letter from the given choices directly.","['Up and to the right.', 'Down and to the left.', 'Down and to the right.', 'Up and to the left.']",C,1.2697967968026163,,,,1.0,"Question: Which direction does the cyan sphere move in the video?
Options:
A. Up and to the left.
B. Down and to the right.
C. Down and to the left.
D. Up and to the right.
Answer with the option's letter from the given choices directly.",
D,A,0778,TVBench_moving_direction_00042,videos/TVBench/video_14335.mp4,TVBench,"Question: Which direction does the brown sphere move in the video?
Options:
A. Down and to the left.
B. Up and to the left.
C. Down and to the right.
D. Up and to the right.
Answer with the option's letter from the given choices directly.","['Down and to the left.', 'Up and to the left.', 'Down and to the right.', 'Up and to the right.']",A,1.261962255980323,,,,1.0,"Question: Which direction does the brown sphere move in the video?
Options:
A. Up and to the right.
B. Down and to the right.
C. Up and to the left.
D. Down and to the left.
Answer with the option's letter from the given choices directly.",
D,B,0779,TVBench_moving_direction_00089,videos/TVBench/video_10968.mp4,TVBench,"Question: Which direction does the cyan sphere move in the video?
Options:
A. Up and to the left.
B. Down and to the right.
C. Up and to the right.
D. Down and to the left.
Answer with the option's letter from the given choices directly.","['Up and to the left.', 'Down and to the right.', 'Up and to the right.', 'Down and to the left.']",B,1.259947759183676,,,,1.0,"Question: Which direction does the cyan sphere move in the video?
Options:
A. Down and to the left.
B. Up and to the right.
C. Down and to the right.
D. Up and to the left.
Answer with the option's letter from the given choices directly.",
D,A,0780,TVBench_moving_direction_00026,videos/TVBench/video_10929.mp4,TVBench,"Question: Which direction does the cyan sphere move in the video?
Options:
A. Down and to the left.
B. Up and to the right.
C. Up and to the left.
D. Down and to the right.
Answer with the option's letter from the given choices directly.","['Down and to the left.', 'Up and to the right.', 'Up and to the left.', 'Down and to the right.']",A,1.2454266541198034,,,,1.0,"Question: Which direction does the cyan sphere move in the video?
Options:
A. Down and to the right.
B. Up and to the left.
C. Up and to the right.
D. Down and to the left.
Answer with the option's letter from the given choices directly.",
B,B,0781,TVBench_action_sequence_00427,videos/TVBench/XPWYQ_16.0_26.0.mp4,TVBench,"Question: What did the person do first?
Options:
A. Held the phone/camera.
B. Put down the book.
Answer with the option's letter from the given choices directly.","['Held the phone/camera.', 'Put down the book.']",B,1.2435768881889149,,,,1.0,"Question: What did the person do first?
Options:
A. Put down the book.
B. Held the phone/camera.
Answer with the option's letter from the given choices directly.","[16.0, 26.0]"
D,C,0782,TVBench_egocentric_sequence_00126,videos/TVBench/hanxuepeng.MP4,TVBench,"Question: What is the sequence of actions shown in the video?
Options:
A. pour the conical flask, take up the conical flask, screw the iron clamp, put down the conical flask, take up the horn tube, take up the test tube, insert the horn tube
B. pour the conical flask, take up the conical flask, insert the horn tube, put down the conical flask, take up the horn tube, take up the test tube, screw the iron clamp
C. take up the test tube, take up the horn tube, insert the horn tube, screw the iron clamp, take up the conical flask, pour the conical flask, put down the conical flask
D. pour the conical flask, take up the conical flask, screw the iron clamp, take up the test tube, take up the horn tube, put down the conical flask, insert the horn tube
Answer with the option's letter from the given choices directly.","['pour the conical flask, take up the conical flask, screw the iron clamp, put down the conical flask, take up the horn tube, take up the test tube, insert the horn tube', 'pour the conical flask, take up the conical flask, insert the horn tube, put down the conical flask, take up the horn tube, take up the test tube, screw the iron clamp', 'take up the test tube, take up the horn tube, insert the horn tube, screw the iron clamp, take up the conical flask, pour the conical flask, put down the conical flask', 'pour the conical flask, take up the conical flask, screw the iron clamp, take up the test tube, take up the horn tube, put down the conical flask, insert the horn tube']",C,1.2328233827486719,,,,1.0,"Question: What is the sequence of actions shown in the video?
Options:
A. pour the conical flask, take up the conical flask, screw the iron clamp, take up the test tube, take up the horn tube, put down the conical flask, insert the horn tube
B. take up the test tube, take up the horn tube, insert the horn tube, screw the iron clamp, take up the conical flask, pour the conical flask, put down the conical flask
C. pour the conical flask, take up the conical flask, insert the horn tube, put down the conical flask, take up the horn tube, take up the test tube, screw the iron clamp
D. pour the conical flask, take up the conical flask, screw the iron clamp, put down the conical flask, take up the horn tube, take up the test tube, insert the horn tube
Answer with the option's letter from the given choices directly.",
D,A,0783,TVBench_unexpected_action_00052,videos/TVBench/M_Z_332_5043_5495.mp4,TVBench,"Question: Locate the mesmerizing part of the video.
Options:
A. At the end of the video.
B. In the middle of the video.
C. Throughout the entire video.
D. At the beginning of the video.
Answer with the option's letter from the given choices directly.","['At the end of the video.', 'In the middle of the video.', 'Throughout the entire video.', 'At the beginning of the video.']",A,1.218886707695869,,,,-1.0,"Question: Locate the mesmerizing part of the video.
Options:
A. At the beginning of the video.
B. Throughout the entire video.
C. In the middle of the video.
D. At the end of the video.
Answer with the option's letter from the given choices directly.",
B,D,0784,TVBench_moving_direction_00164,videos/TVBench/video_14038.mp4,TVBench,"Question: Which direction does the cyan sphere move in the video?
Options:
A. Up and to the left.
B. Up and to the right.
C. Down and to the right.
D. Down and to the left.
Answer with the option's letter from the given choices directly.","['Up and to the left.', 'Up and to the right.', 'Down and to the right.', 'Down and to the left.']",D,1.2097689259340982,,,,1.0,"Question: Which direction does the cyan sphere move in the video?
Options:
A. Down and to the left.
B. Down and to the right.
C. Up and to the right.
D. Up and to the left.
Answer with the option's letter from the given choices directly.",
B,B,0785,TVBench_action_sequence_00221,videos/TVBench/MDG2T_6.0_14.1.mp4,TVBench,"Question: What did the person do first?
Options:
A. Took the towel.
B. Put down the dish.
Answer with the option's letter from the given choices directly.","['Took the towel.', 'Put down the dish.']",B,1.207257372869986,,,,1.0,"Question: What did the person do first?
Options:
A. Put down the dish.
B. Took the towel.
Answer with the option's letter from the given choices directly.","[6.0, 14.1]"
A,C,0786,TVBench_object_count_00046,videos/TVBench/video_11067.mp4,TVBench,"Question: How many moving metal objects are there when the video ends?
Options:
A. 1
B. 2
C. 3
D. 0
Answer with the option's letter from the given choices directly.","['1', '2', '3', '0']",C,1.2054659379870087,,,,0.0,"Question: How many moving metal objects are there when the video ends?
Options:
A. 0
B. 3
C. 2
D. 1
Answer with the option's letter from the given choices directly.",
<video_read_error>,A,0787,TVBench_action_localization_00049,videos/TVBench/9POJB_4.3_22.6.mp4,TVBench,"Question: During which part of the video does the action 'person takes a blanket' occur?
Options:
A. At the end of the video.
B. At the beginning of the video.
C. Throughout the entire video.
D. In the middle of the video.
Answer with the option's letter from the given choices directly.","['At the end of the video.', 'At the beginning of the video.', 'Throughout the entire video.', 'In the middle of the video.']",A,1.2050491663572962,,,,-1.0,"Question: During which part of the video does the action 'person takes a blanket' occur?
Options:
A. In the middle of the video.
B. Throughout the entire video.
C. At the beginning of the video.
D. At the end of the video.
Answer with the option's letter from the given choices directly.","[4.299999999999997, 22.6]"
